ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Meta: _product_sku","Meta: _product_year","Meta: _product_condition","Meta: _product_stock_status","Meta: _product_specs","Meta: _product_expert_id","Meta: _product_expert_review","Meta: _lightspeed_unit_id","Meta: _product_price","Meta: _product_msrp","Meta: _lightspeed_vin","Meta: _lightspeed_web_title","Meta: _lightspeed_color","Meta: _lightspeed_class","Meta: _lightspeed_unit_type","Meta: _lightspeed_raw_json","Meta: _lightspeed_last_sync","Meta: _lightspeed_unmapped_type","Meta: _product_monthly_payment"
Capacity|3,000 lbs
Material|Polyethylene
Colours|Tan/Blue, Tan/Green
Warranty|Wave Armor",1,"Otter Swim Rafts are the most-requested Wave Armor item we sell. Essential cottage kit for summer."
304,simple,EC-CS2511P-26,,"Echo CS-2511P Compact Pro Chainsaw",1,0,visible,"Compact pro chainsaw for top-handle climbing and tight-quarter work.","<p>CS-2511P — compact pro saw for arborist top-handle climbing and tight-space work. 25cc, lightweight. For pros working at height.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS2511P-26.jpg,,,,,,,,,0,Echo,EC-CS2511P-26,2026,new,on_order,"Engine|25cc 2-Stroke
Bar|12-14""
Tier|Compact Pro
Warranty|Echo Pro 2-yr",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop."
305,simple,EC-CS2511T-26,,"Echo CS-2511T Top-Handle Chainsaw",1,0,visible,"25cc top-handle for climber and arborist use.","<p>CS-2511T — 25cc top-handle climber chainsaw. For professional arborists working at height.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS2511T-26.jpg,,,,,,,,,0,Echo,EC-CS2511T-26,2026,new,on_order,"Engine|25cc 2-Stroke
Handle|Top
Tier|Pro Climbing
Warranty|Echo Pro 2-yr",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop."
306,simple,EC-CS271T-26,,"Echo CS-271T Top-Handle Chainsaw",1,0,visible,"27cc top-handle arborist saw.","<p>CS-271T — 27cc top-handle for arborist work. Mid-tier climber saw.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS271T-26.jpg,,,,,,,,,0,Echo,EC-CS271T-26,2026,new,on_order,"Engine|26.9cc 2-Stroke
Handle|Top
Tier|Pro Arborist
Warranty|Echo Pro 2-yr",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop."
307,simple,EC-CS3510-26,,"Echo CS-3510 Homeowner Chainsaw",1,0,visible,"35cc homeowner saw for small firewood and storm cleanup.","<p>CS-3510 — 35cc homeowner chainsaw. Step up from the CS-310 entry level. Good for 2-3 cords of firewood annually.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS3510-26.jpg,,,,,,,,,0,Echo,EC-CS3510-26,2026,new,on_order,"Engine|35cc 2-Stroke
Bar|14-16""
Tier|Homeowner
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop."
308,simple,EC-CS355T-26,,"Echo CS-355T Top-Handle Chainsaw",1,0,visible,"Pro arborist top-handle with 35cc displacement.","<p>CS-355T — 35cc pro arborist top-handle. More power than the CS-271T for demanding professional climbing work.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS355T-26.jpg,,,,,,,,,0,Echo,EC-CS355T-26,2026,new,on_order,"Engine|35cc 2-Stroke
Handle|Top
Tier|Pro Arborist
Warranty|Echo Pro 2-yr",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop."
309,simple,EC-CS361P-26,,"Echo CS-361P Mid Pro Chainsaw",1,0,visible,"36cc mid-tier pro chainsaw for daily commercial use.","<p>CS-361P — mid-tier pro-grade 36cc chainsaw. Pro duty cycle in a lighter package.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS361P-26.jpg,,,,,,,,,0,Echo,EC-CS361P-26,2026,new,on_order,"Engine|36.3cc 2-Stroke
Bar|16-18""
Tier|Mid Pro
Warranty|Echo Pro 2-yr",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop."
310,simple,EC-CS370F-26,,"Echo CS-370F Farm/Ranch Chainsaw",1,0,visible,"37cc farm and ranch saw. Mid-homeowner capability.","<p>CS-370F — 37cc farm/ranch chainsaw. For rural property work, storm cleanup, and mid-level firewood cutting.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS370F-26.jpg,,,,,,,,,0,Echo,EC-CS370F-26,2026,new,on_order,"Engine|36.3cc 2-Stroke
Bar|16-18""
Tier|Farm/Homeowner
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop."
311,simple,EC-CS4510-26,,"Echo CS-4510 Mid Homeowner Chainsaw",1,0,visible,"45cc mid-homeowner chainsaw for regular firewood cutting.","<p>CS-4510 — 45cc mid-homeowner saw. For regular seasonal firewood cutting (4-6 cords/yr).</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS4510-26.jpg,,,,,,,,,0,Echo,EC-CS4510-26,2026,new,on_order,"Engine|45cc 2-Stroke
Bar|18-20""
Tier|Mid Homeowner
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop."
312,simple,EC-CS490-26,,"Echo CS-490 Mid Pro Chainsaw",1,0,visible,"49cc mid-pro chainsaw. Pro duty cycle for firewood production.","<p>CS-490 — 49cc mid-pro chainsaw. Step below the CS-590 Timber Wolf but still pro-grade duty cycle.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS490-26.jpg,,,,,,,,,0,Echo,EC-CS490-26,2026,new,on_order,"Engine|49cc 2-Stroke
Bar|18-20""
Tier|Mid Pro
Warranty|Echo Pro 2-yr",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop."
313,simple,EC-CS4910-26,,"Echo CS-4910 Pro Chainsaw",1,0,visible,"49cc pro-grade chainsaw for commercial firewood and landscape crews.","<p>CS-4910 — pro-grade 49cc chainsaw. For landscape crews, commercial firewood operations, storm cleanup at scale.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS4910-26.jpg,,,,,,,,,0,Echo,EC-CS4910-26,2026,new,on_order,"Engine|49cc 2-Stroke
Bar|18-20""
Tier|Pro
Warranty|Echo Pro 2-yr",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
314,simple,EC-CS501P-26,,"Echo CS-501P Pro Chainsaw",1,0,visible,"50cc pro chainsaw for mid-size felling and firewood.","<p>CS-501P — pro-grade 50cc for felling mid-size timber and production firewood.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS501P-26.jpg,,,,,,,,,0,Echo,EC-CS501P-26,2026,new,on_order,"Engine|50.2cc 2-Stroke
Bar|20""
Tier|Pro
Warranty|Echo Pro 2-yr",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
315,simple,EC-CS620P-26,,"Echo CS-620P Pro Chainsaw",1,0,visible,"62cc pro chainsaw for larger timber work.","<p>CS-620P — 62cc pro chainsaw for felling larger timber and heavy commercial work. Sits between CS-590 and CS-680.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS620P-26.jpg,,,,,,,,,0,Echo,EC-CS620P-26,2026,new,on_order,"Engine|59.8cc 2-Stroke
Bar|20-24""
Tier|Heavy Pro
Warranty|Echo Pro 2-yr",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
316,simple,EC-CS7310P-26,,"Echo CS-7310P Heavy Production Chainsaw",1,0,visible,"73cc heavy production chainsaw for commercial forestry.","<p>CS-7310P — 73cc heavy production chainsaw for commercial forestry, large timber felling, and long-bar work.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS7310P-26.jpg,,,,,,,,,0,Echo,EC-CS7310P-26,2026,new,on_order,"Engine|73.5cc 2-Stroke
Bar|24-28""
Tier|Heavy Production Pro
Warranty|Echo Pro 2-yr",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
317,simple,EC-ES250-26,,"Echo ES-250 Handheld Shred/Vac",1,0,visible,"Multi-function handheld shredder/vacuum/blower.","<p>ES-250 — handheld shred/vac/blower in one unit. For homeowner yard cleanup versatility.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-ES250-26.jpg,,,,,,,,,0,Echo,EC-ES250-26,2026,new,on_order,"Engine|25.4cc
Functions|Shred, Vacuum, Blow
Tier|Homeowner
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
318,simple,EC-PB2520-26,,"Echo PB-2520 Handheld Blower",1,0,visible,"25cc compact handheld blower. Patios, decks, walkways.","<p>PB-2520 — compact 25cc handheld blower. Entry-level handheld for small property cleanup.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PB2520-26.jpg,,,,,,,,,0,Echo,EC-PB2520-26,2026,new,on_order,"Engine|25.4cc
Weight|Lightweight Handheld
Tier|Homeowner
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
319,simple,EC-PB255LN-26,,"Echo PB-255LN Low-Noise Handheld",1,0,visible,"Low-noise handheld. For noise-restricted neighbourhoods.","<p>PB-255LN — low-noise handheld blower. Meets municipal noise ordinances, ideal for early-morning work.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PB255LN-26.jpg,,,,,,,,,0,Echo,EC-PB255LN-26,2026,new,on_order,"Engine|25.4cc
Sound|Low-Noise
Tier|Homeowner
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
320,simple,EC-PB2620-26,,"Echo PB-2620 Handheld Blower",1,0,visible,"26cc compact handheld blower. Solid everyday performance.","<p>PB-2620 — 26cc handheld, slightly more power than PB-2520. Mid-tier homeowner handheld.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PB2620-26.jpg,,,,,,,,,0,Echo,EC-PB2620-26,2026,new,on_order,"Engine|25.4cc
Tier|Homeowner
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
321,simple,EC-PB265LN-26,,"Echo PB-265LN Low-Noise Handheld",1,0,visible,"Low-noise mid-tier handheld.","<p>PB-265LN — mid-tier low-noise handheld. More air volume than PB-255LN while staying quiet.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PB265LN-26.jpg,,,,,,,,,0,Echo,EC-PB265LN-26,2026,new,on_order,"Engine|25.4cc
Sound|Low-Noise
Tier|Mid-Homeowner
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
322,simple,EC-PB760LNT-26,,"Echo PB-760LNT Low-Noise Backpack (Tube)",1,0,visible,"Low-noise backpack with tube. Commercial-friendly noise levels.","<p>PB-760LNT — low-noise backpack blower, straight-tube. For municipalities, schools, healthcare properties where noise matters.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/v2_ECHO_Blowers_PB-760LNT_StaticShot2.jpg,,,,,,,,,0,Echo,EC-PB760LNT-26,2026,new,on_order,"Engine|63.3cc
Style|Backpack (Low-Noise)
Tube|Straight
Tier|Commercial
Warranty|Echo 5-yr Consumer/2-yr Comm",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
323,simple,EC-PB770-26,,"Echo PB-770 Pro Backpack Blower",1,0,visible,"Pro backpack blower — commercial duty.","<p>PB-770 — pro backpack blower for commercial use. Step up from PB-755ST.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PB770-26.jpg,,,,,,,,,0,Echo,EC-PB770-26,2026,new,on_order,"Engine|63.3cc
Style|Backpack
Tier|Pro
Warranty|Echo 5-yr/2-yr Comm",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
324,simple,EC-PB8010-26,,"Echo PB-8010 X Series Backpack Blower",1,0,visible,"X Series backpack blower. High-airflow commercial grade.","<p>PB-8010 — X Series backpack. High-CFM commercial blower for pro landscape crews and large-property owners.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PB8010-26.jpg,,,,,,,,,0,Echo,EC-PB8010-26,2026,new,on_order,"Engine|79.9cc X Series
Style|Backpack
Tier|X Series Pro
Warranty|Echo 5-yr/2-yr Comm",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
325,simple,EC-GT225-26,,"Echo GT-225 Curved-Shaft Trimmer",1,0,visible,"Curved-shaft entry trimmer. Lightweight homeowner tool.","<p>GT-225 — 21.2cc curved-shaft trimmer. Entry level for small properties and occasional use.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/v2_ECHO_Trimmers_GT-225_StaticShot2.jpg,,,,,,,,,0,Echo,EC-GT225-26,2026,new,on_order,"Engine|21.2cc
Shaft|Curved
Tier|Entry Homeowner
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
326,simple,EC-SRM2320-26,,"Echo SRM-2320 Straight-Shaft Trimmer",1,0,visible,"23cc straight-shaft homeowner trimmer.","<p>SRM-2320 — 23cc straight-shaft trimmer. Mid-tier homeowner option.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SRM2320-26.jpg,,,,,,,,,0,Echo,EC-SRM2320-26,2026,new,on_order,"Engine|22.8cc
Shaft|Straight
Tier|Homeowner
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
327,simple,EC-SRM2620-26,,"Echo SRM-2620 Trimmer",1,0,visible,"26cc straight-shaft trimmer. Prosumer capability.","<p>SRM-2620 — 26cc straight-shaft. Prosumer tier for larger properties or occasional commercial use.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SRM2620-26.jpg,,,,,,,,,0,Echo,EC-SRM2620-26,2026,new,on_order,"Engine|25.4cc
Shaft|Straight
Tier|Prosumer
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
328,simple,EC-SRM266-26,,"Echo SRM-266 Pro-Grade Trimmer",1,0,visible,"Pro trimmer — 26cc, straight-shaft, commercial duty.","<p>SRM-266 — pro-grade 26cc trimmer. Daily commercial landscape crew use.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SRM266-26.jpg,,,,,,,,,0,Echo,EC-SRM266-26,2026,new,on_order,"Engine|25.4cc
Shaft|Straight
Tier|Pro
Warranty|Echo 5-yr/2-yr Comm",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
329,simple,EC-SRM3020-26,,"Echo SRM-3020 Heavy-Duty Trimmer",1,0,visible,"30cc heavy-duty trimmer. For big properties and heavy growth.","<p>SRM-3020 — 30cc heavy-duty straight-shaft trimmer. Larger engine for dense vegetation and larger properties.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SRM3020-26.jpg,,,,,,,,,0,Echo,EC-SRM3020-26,2026,new,on_order,"Engine|30cc
Shaft|Straight
Tier|Heavy-Duty
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
330,simple,EC-SRM410-26,,"Echo SRM-410 Pro Trimmer",1,0,visible,"41cc pro trimmer. Commercial-grade for heavy work.","<p>SRM-410 — 41cc pro trimmer. Top of the straight-shaft line for commercial heavy use.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SRM410-26.jpg,,,,,,,,,0,Echo,EC-SRM410-26,2026,new,on_order,"Engine|41cc
Shaft|Straight
Tier|Pro Heavy
Warranty|Echo 5-yr/2-yr Comm",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
331,simple,EC-SRM2620U-26,,"Echo SRM-2620U U-Handle Brushcutter",1,0,visible,"U-handle bike-style brushcutter. For dense brush and trail work.","<p>SRM-2620U — U-handle brushcutter. Bike-style handles let you pivot and push through dense brush. Trail maintenance essential.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/v2_ECHO_Brushcutters_SRM-2620U_StaticShot2.jpg,,,,,,,,,0,Echo,EC-SRM2620U-26,2026,new,on_order,"Engine|25.4cc
Handle|U-Handle Bike-Style
Use|Brushcutting
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
332,simple,EC-HC155-26,,"Echo HC-155 Single-Sided Hedge Trimmer",1,0,visible,"21cc single-sided hedge trimmer. Homeowner grade.","<p>HC-155 — 21cc single-sided hedge trimmer. Entry homeowner grade for smaller hedges.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-HC155-26.jpg,,,,,,,,,0,Echo,EC-HC155-26,2026,new,on_order,"Engine|21.2cc
Blade|Single-Sided
Tier|Homeowner
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
333,simple,EC-HC2210-26,,"Echo HC-2210 Double-Sided Hedge Trimmer",1,0,visible,"22cc double-sided hedge trimmer.","<p>HC-2210 — 22cc double-sided. Homeowner to light commercial.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-HC2210-26.jpg,,,,,,,,,0,Echo,EC-HC2210-26,2026,new,on_order,"Engine|21.2cc
Blade|Double-Sided
Tier|Homeowner/Light Commercial
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
334,simple,EC-HC2810-26,,"Echo HC-2810 Heavy Double-Sided Hedge Trimmer",1,0,visible,"28cc heavy double-sided hedge trimmer.","<p>HC-2810 — 28cc heavy-duty double-sided. Pro-grade for commercial hedge work.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-HC2810-26.jpg,,,,,,,,,0,Echo,EC-HC2810-26,2026,new,on_order,"Engine|28cc
Blade|Double-Sided Heavy
Tier|Pro
Warranty|Echo 5-yr/2-yr Comm",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
335,simple,EC-HCA2620-26,,"Echo HCA-2620 Articulating Extended-Reach",1,0,visible,"Articulating extended-reach hedge trimmer. No ladder needed.","<p>HCA-2620 — articulating shafted hedge trimmer. Angle-adjustable head for awkward reaches and tall hedges.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-HCA2620-26.jpg,,,,,,,,,0,Echo,EC-HCA2620-26,2026,new,on_order,"Engine|25.4cc
Type|Articulating Extended-Reach
Tier|Prosumer
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
336,simple,EC-HCA2620S-26,,"Echo HCA-2620S Articulating Extended-Reach (S)",1,0,visible,"HCA-2620 S variant — shorter shaft.","<p>HCA-2620S — shorter-shaft variant of the HCA-2620. Same articulating capability, lighter.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-HCA2620S-26.jpg,,,,,,,,,0,Echo,EC-HCA2620S-26,2026,new,on_order,"Engine|25.4cc
Type|Articulating (Short)
Tier|Prosumer
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
337,simple,EC-SHC225-26,,"Echo SHC-225 Shafted Hedge Trimmer",1,0,visible,"Shafted extended-reach hedge trimmer. 21cc.","<p>SHC-225 — 21cc shafted extended-reach hedge trimmer. Reach taller hedges safely from ground level.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/v2_ECHO_Hedge-Trimmers_SHC-225_StaticShot2.jpg,,,,,,,,,0,Echo,EC-SHC225-26,2026,new,on_order,"Engine|21.2cc
Type|Shafted Extended-Reach
Tier|Homeowner
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
338,simple,EC-SHC225S-26,,"Echo SHC-225S Shafted Hedge Trimmer (S)",1,0,visible,"SHC-225 S variant. Shorter shaft, same engine.","<p>SHC-225S — shorter-shaft SHC-225 variant.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/v2_ECHO_Hedge-Trimmers_SHC-225S_StaticShot2.jpg,,,,,,,,,0,Echo,EC-SHC225S-26,2026,new,on_order,"Engine|21.2cc
Type|Shafted (Short)
Tier|Homeowner
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
339,simple,EC-SHC2620-26,,"Echo SHC-2620 Pro Shafted Hedge Trimmer",1,0,visible,"Pro shafted extended-reach hedge trimmer. 26cc.","<p>SHC-2620 — pro-grade shafted extended-reach hedge trimmer. Commercial duty.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SHC2620-26.jpg,,,,,,,,,0,Echo,EC-SHC2620-26,2026,new,on_order,"Engine|25.4cc
Type|Shafted Extended-Reach Pro
Tier|Pro
Warranty|Echo 5-yr/2-yr Comm",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
340,simple,EC-SHC2620S-26,,"Echo SHC-2620S Pro Shafted (S)",1,0,visible,"SHC-2620 shorter-shaft pro variant.","<p>SHC-2620S — shorter-shaft variant of the SHC-2620 pro hedge trimmer.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SHC2620S-26.jpg,,,,,,,,,0,Echo,EC-SHC2620S-26,2026,new,on_order,"Engine|25.4cc
Type|Shafted Pro (Short)
Tier|Pro
Warranty|Echo 5-yr/2-yr Comm",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
341,simple,EC-PWE1800-26,,"Echo PWE-1800 Electric Pressure Washer",1,0,visible,"1800 PSI electric pressure washer. Light-duty cleaning.","<p>PWE-1800 — 1800 PSI electric pressure washer. Light-duty: cars, patio furniture, occasional deck work.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PWE1800-26.jpg,,,,,,,,,0,Echo,EC-PWE1800-26,2026,new,on_order,"Power|Electric
PSI|1800
Tier|Light Duty
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
342,simple,EC-PW3100-26,,"Echo PW-3100 Gas Pressure Washer",1,0,visible,"3100 PSI gas pressure washer. Homeowner driveway-and-siding grade.","<p>PW-3100 — 3100 PSI gas pressure washer. The entry gas tier and sweet spot for most homeowner cleaning.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PW3100-26.jpg,,,,,,,,,0,Echo,EC-PW3100-26,2026,new,on_order,"Power|Gas
PSI|3100
Tier|Mid Homeowner
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
343,simple,EC-PW3200-26,,"Echo PW-3200 Gas Pressure Washer",1,0,visible,"3200 PSI gas. Slight step up from PW-3100.","<p>PW-3200 — 3200 PSI gas pressure washer. Similar application to PW-3100 with minor spec upgrades.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PW3200-26.jpg,,,,,,,,,0,Echo,EC-PW3200-26,2026,new,on_order,"Power|Gas
PSI|3200
Tier|Mid Homeowner
Warranty|Echo 5-yr Consumer",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
344,simple,EC-PW3600-26,,"Echo PW-3600 Pro Gas Pressure Washer",1,0,visible,"3600 PSI gas. Serious cleaning power.","<p>PW-3600 — 3600 PSI gas pressure washer. Serious cleaning — agricultural, marine, construction applications.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PW3600-26.jpg,,,,,,,,,0,Echo,EC-PW3600-26,2026,new,on_order,"Power|Gas
PSI|3600
Tier|Pro
Warranty|Echo 5-yr/2-yr Comm",1,"Casey has been selling Echo for years. These are the models we stock and service regularly at our shop.",,,,,,,,,,
345,simple,EC-PW4200-26,,"Echo PW-4200 Flagship Pro Pressure Washer",1,0,visible,"4200 PSI pro flagship. Commercial-grade cleaning.","<p>PW-4200 — 4200 PSI flagship pro pressure washer. Commercial contractors, fleet cleaning, agricultural use.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PW4200-26.jpg,,,,,,,,,0,Echo,EC-PW4200-26,2026,new,on_order,"Power|Gas
PSI|4200
Tier|Flagship Pro
