sku,product_title,brand,image_url,image_alt,source_site,status,notes,image_count,image_categories,shortfall_vs_target,reyco_product_url
EC-CS2511T-26,Echo CS-2511T Top-Handle Chainsaw,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Chainsaws - Scies à chaîne/CS-2511T,,echo-usa.com,ready,Dropbox: 9 images. Meets 4-image target.,9,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-cs-2511t-top-handle-chainsaw/
EC-CS271T-26,Echo CS-271T Top-Handle Chainsaw,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Chainsaws - Scies à chaîne/CS-271T,,echo-usa.com,ready,Dropbox: 1 images found. Need 3 more to reach target.,1,studio,3,https://reyco.glvmarketing.ca/product/echo-cs-271t-top-handle-chainsaw/
EC-CS3510-26,Echo CS-3510 Homeowner Chainsaw,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Chainsaws - Scies à chaîne/CS-3510,,echo-usa.com,ready,Dropbox: 13 images. Meets 4-image target.,13,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-cs-3510-homeowner-chainsaw/
EC-CS355T-26,Echo CS-355T Top-Handle Chainsaw,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Chainsaws - Scies à chaîne/CS-355T,,echo-usa.com,ready,Dropbox: 1 images found. Need 3 more to reach target.,1,studio,3,https://reyco.glvmarketing.ca/product/echo-cs-355t-top-handle-chainsaw/
EC-CS361P-26,Echo CS-361P Mid Pro Chainsaw,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Chainsaws - Scies à chaîne/CS-361P,,echo-usa.com,ready,Dropbox: 6 images. Meets 4-image target.,6,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-cs-361p-mid-pro-chainsaw/
EC-CS370F-26,Echo CS-370F Farm/Ranch Chainsaw,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Chainsaws - Scies à chaîne/CS-370F,,echo-usa.com,ready,Dropbox: 4 images. Meets 4-image target.,4,studio,0,https://reyco.glvmarketing.ca/product/echo-cs-370f-farm-ranch-chainsaw/
EC-CS4510-26,Echo CS-4510 Mid Homeowner Chainsaw,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Chainsaws - Scies à chaîne/CS-4510,,echo-usa.com,ready,Dropbox: 12 images. Meets 4-image target.,12,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-cs-4510-mid-homeowner-chainsaw/
EC-CS490-26,Echo CS-490 Mid Pro Chainsaw,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Chainsaws - Scies à chaîne/CS-490,,echo-usa.com,ready,Dropbox: 2 images found. Need 2 more to reach target.,2,studio,2,https://reyco.glvmarketing.ca/product/echo-cs-490-mid-pro-chainsaw/
EC-CS4910-26,Echo CS-4910 Pro Chainsaw,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Chainsaws - Scies à chaîne/CS-4910,,echo-usa.com,ready,Dropbox: 1 images found. Need 3 more to reach target.,1,studio,3,https://reyco.glvmarketing.ca/product/echo-cs-4910-pro-chainsaw/
EC-CS501P-26,Echo CS-501P Pro Chainsaw,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Chainsaws - Scies à chaîne/CS-501P,,echo-usa.com,ready,Dropbox: 3 images found. Need 1 more to reach target.,3,studio,1,https://reyco.glvmarketing.ca/product/echo-cs-501p-pro-chainsaw/
EC-CS620P-26,Echo CS-620P Pro Chainsaw,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Chainsaws - Scies à chaîne/CS-620P,,echo-usa.com,ready,Dropbox: 12 images. Meets 4-image target.,12,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-cs-620p-pro-chainsaw/
EC-CS7310P-26,Echo CS-7310P Heavy Production Chainsaw,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Chainsaws - Scies à chaîne/CS-7310P,,echo-usa.com,ready,Dropbox: 12 images. Meets 4-image target.,12,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-cs-7310p-heavy-production-chainsaw/
EC-ES250-26,Echo ES-250 Handheld Shred/Vac,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Blowers - Souffleurs/ES-250,,echo-usa.com,ready,Dropbox: 16 images. Meets 4-image target.,16,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-es-250-handheld-shred-vac/
EC-PB2520-26,Echo PB-2520 Handheld Blower,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Blowers - Souffleurs/PB-2520,,echo-usa.com,ready,Dropbox: 25 images. Meets 4-image target.,25,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-pb-2520-handheld-blower/
EC-PB255LN-26,Echo PB-255LN Low-Noise Handheld,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Blowers - Souffleurs/PB-255LN,,echo-usa.com,ready,Dropbox: 1 images found. Need 3 more to reach target.,1,studio,3,https://reyco.glvmarketing.ca/product/echo-pb-255ln-low-noise-handheld/
EC-PB2620-26,Echo PB-2620 Handheld Blower,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Blowers - Souffleurs/PB-2620,,echo-usa.com,ready,Dropbox: 19 images. Meets 4-image target.,19,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-pb-2620-handheld-blower/
EC-PB265LN-26,Echo PB-265LN Low-Noise Handheld,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Blowers - Souffleurs/PB-265LN,,echo-usa.com,ready,Dropbox: 1 images found. Need 3 more to reach target.,1,studio,3,https://reyco.glvmarketing.ca/product/echo-pb-265ln-low-noise-handheld/
EC-PB760LNT-26,Echo PB-760LNT Low-Noise Backpack,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Blowers - Souffleurs/PB-760LNT,,echo-usa.com,flag-empty-dropbox,Dropbox dir exists but empty — Echo DSRM-2600U folder has 0 images; add to fal.ai shot list,0,"action,studio",4,https://reyco.glvmarketing.ca/product/echo-pb-760lnt-low-noise-backpack/
EC-PB770-26,Echo PB-770 Pro Backpack Blower,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Blowers - Souffleurs/PB-770,,echo-usa.com,ready,Dropbox: 21 images. Meets 4-image target.,21,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-pb-770-pro-backpack-blower/
EC-PB8010-26,Echo PB-8010 X Series Backpack Blower,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Blowers - Souffleurs/PB-8010,,echo-usa.com,ready,Dropbox: 40 images. Meets 4-image target.,40,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-pb-8010-x-series-backpack-blower/
EC-GT225-26,Echo GT-225 Curved-Shaft Trimmer,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Trimmers - Coupe-herbes/GT-225,,echo-usa.com,ready,Dropbox: 9 images. Meets 4-image target.,9,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-gt-225-curved-shaft-trimmer/
EC-SRM2320-26,Echo SRM-2320 Straight-Shaft Trimmer,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Trimmers - Coupe-herbes/SRM-2320,,echo-usa.com,ready,Dropbox: 1 images found. Need 3 more to reach target.,1,studio,3,https://reyco.glvmarketing.ca/product/echo-srm-2320-straight-shaft-trimmer/
EC-SRM2620-26,Echo SRM-2620 Trimmer,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Trimmers - Coupe-herbes/SRM-2620,,echo-usa.com,ready,Dropbox: 32 images. Meets 4-image target.,32,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-srm-2620-trimmer/
EC-SRM266-26,Echo SRM-266 Pro-Grade Trimmer,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Trimmers - Coupe-herbes/SRM-266,,echo-usa.com,ready,Dropbox: 5 images. Meets 4-image target.,5,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-srm-266-pro-grade-trimmer/
EC-SRM3020-26,Echo SRM-3020 Heavy-Duty Trimmer,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Trimmers - Coupe-herbes/SRM-3020,,echo-usa.com,ready,Dropbox: 23 images. Meets 4-image target.,23,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-srm-3020-heavy-duty-trimmer/
EC-SRM410-26,Echo SRM-410 Pro Trimmer,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Trimmers - Coupe-herbes/SRM-410,,echo-usa.com,ready,Dropbox: 10 images. Meets 4-image target.,10,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-srm-410-pro-trimmer/
EC-SRM2620U-26,Echo SRM-2620U U-Handle Brushcutter,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Brushcutters - Débroussailleuses/SRM-2620U,,echo-usa.com,ready,Dropbox: 12 images. Meets 4-image target.,12,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-srm-2620u-u-handle-brushcutter/
EC-HC155-26,Echo HC-155 Single-Sided Hedge Trimmer,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Hedge Trimmers - Taille-haies/HC-155,,echo-usa.com,ready,Dropbox: 3 images found. Need 1 more to reach target.,3,"action,studio",1,https://reyco.glvmarketing.ca/product/echo-hc-155-single-sided-hedge-trimmer/
EC-HC2210-26,Echo HC-2210 Double-Sided Hedge Trimmer,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Hedge Trimmers - Taille-haies/HC-2210,,echo-usa.com,ready,Dropbox: 1 images found. Need 3 more to reach target.,1,studio,3,https://reyco.glvmarketing.ca/product/echo-hc-2210-double-sided-hedge-trimmer/
EC-HC2810-26,Echo HC-2810 Heavy Double-Sided Hedge Trimmer,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Hedge Trimmers - Taille-haies/HC-2810,,echo-usa.com,ready,Dropbox: 1 images found. Need 3 more to reach target.,1,studio,3,https://reyco.glvmarketing.ca/product/echo-hc-2810-heavy-double-sided-hedge-trimmer/
EC-HCA2620-26,Echo HCA-2620 Articulating Extended-Reach,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Hedge Trimmers - Taille-haies/HCA-2620,,echo-usa.com,ready,Dropbox: 23 images. Meets 4-image target.,23,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-hca-2620-articulating-extended-reach/
EC-HCA2620S-26,Echo HCA-2620S Articulating Extended-Reach (S),Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Hedge Trimmers - Taille-haies/HCA-2620S,,echo-usa.com,ready,Dropbox: 2 images found. Need 2 more to reach target.,2,studio,2,https://reyco.glvmarketing.ca/product/echo-hca-2620s-articulating-extended-reach-s/
EC-SHC225-26,Echo SHC-225 Shafted Hedge Trimmer,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Hedge Trimmers - Taille-haies/SHC-225,,echo-usa.com,flag-empty-dropbox,Dropbox dir exists but empty — Echo DSRM-2600U folder has 0 images; add to fal.ai shot list,0,studio+action,4,https://reyco.glvmarketing.ca/product/echo-shc-225-shafted-hedge-trimmer/
EC-SHC225S-26,Echo SHC-225S Shafted Hedge Trimmer (S),Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Hedge Trimmers - Taille-haies/SHC-225S,,echo-usa.com,flag-empty-dropbox,Dropbox dir exists but empty — Echo DSRM-2600U folder has 0 images; add to fal.ai shot list,0,studio+action,4,https://reyco.glvmarketing.ca/product/echo-shc-225s-shafted-hedge-trimmer-s/
EC-SHC2620-26,Echo SHC-2620 Pro Shafted Hedge Trimmer,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Hedge Trimmers - Taille-haies/SHC-2620,,echo-usa.com,ready,Dropbox: 2 images found. Need 2 more to reach target.,2,"action,studio",2,https://reyco.glvmarketing.ca/product/echo-shc-2620-pro-shafted-hedge-trimmer/
EC-SHC2620S-26,Echo SHC-2620S Pro Shafted (S),Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Hedge Trimmers - Taille-haies/SHC-2620S,,echo-usa.com,ready,Dropbox: 1 images found. Need 3 more to reach target.,1,studio,3,https://reyco.glvmarketing.ca/product/echo-shc-2620s-pro-shafted-s/
EC-PWE1800-26,Echo PWE-1800 Electric Pressure Washer,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Pressure Washers - Laveuses à pression/PWE-1800,,echo-usa.com,ready,Dropbox: 7 images. Meets 4-image target.,7,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-pwe-1800-electric-pressure-washer/
EC-PW3100-26,Echo PW-3100 Gas Pressure Washer,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Pressure Washers - Laveuses à pression/PW-3100,,echo-usa.com,ready,Dropbox: 7 images. Meets 4-image target.,7,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-pw-3100-gas-pressure-washer/
EC-PW3200-26,Echo PW-3200 Gas Pressure Washer,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Pressure Washers - Laveuses à pression/PW-3200,,echo-usa.com,ready,Dropbox: 5 images. Meets 4-image target.,5,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-pw-3200-gas-pressure-washer/
EC-PW3600-26,Echo PW-3600 Pro Gas Pressure Washer,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Pressure Washers - Laveuses à pression/PW-3600,,echo-usa.com,ready,Dropbox: 5 images. Meets 4-image target.,5,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-pw-3600-pro-gas-pressure-washer/
EC-PW4200-26,Echo PW-4200 Flagship Pro Pressure Washer,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Pressure Washers - Laveuses à pression/PW-4200,,echo-usa.com,ready,Dropbox: 6 images. Meets 4-image target.,6,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-pw-4200-flagship-pro-pressure-washer/
EC-CSG7410-26,Echo CSG-7410 Handheld Cut-Off Saw,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Cut-Off Saw - Découpeuse à disque/CSG-7410,,echo-usa.com,ready,Dropbox: 19 images. Meets 4-image target.,19,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-csg-7410-handheld-cut-off-saw/
EC-CWT7410-26,Echo CWT-7410 Walk-Behind Cut-Off Saw,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Cut-Off Saw - Découpeuse à disque/CWT-7410,,echo-usa.com,ready,Dropbox: 1 images found. Need 3 more to reach target.,1,studio,3,https://reyco.glvmarketing.ca/product/echo-cwt-7410-walk-behind-cut-off-saw/
EC-PE2620-26,Echo PE-2620 Walk-Behind Edger,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Edgers - Coupe-bordures/PE-2620,,echo-usa.com,ready,Dropbox: 11 images. Meets 4-image target.,11,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-pe-2620-walk-behind-edger/
EC-PAS225-26,Echo PAS-225 Homeowner Powerhead,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Pro Attachment Series (PAS) - Série Pro Attachement (PAS)/PAS-225,,echo-usa.com,ready,Dropbox: 11 images. Meets 4-image target.,11,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-pas-225-homeowner-powerhead/
EC-PAS2620-26,Echo PAS-2620 Pro Powerhead,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/Pro Attachment Series (PAS) - Série Pro Attachement (PAS)/PAS-2620,,echo-usa.com,ready,Dropbox: 48 images. Meets 4-image target.,48,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-pas-2620-pro-powerhead/
EC-DCS2500T-26,Echo DCS-2500T Cordless Top-Handle Chainsaw,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/56V Cordless - Sans fil 56 V/DCS-2500T,,echo-usa.com,ready,Dropbox: 5 images. Meets 4-image target.,5,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-dcs-2500t-cordless-top-handle-chainsaw/
EC-DHC2300-26,Echo DHC-2300 Cordless Hedge Trimmer,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/56V Cordless - Sans fil 56 V/DHC-2300,,echo-usa.com,ready,Dropbox: 5 images. Meets 4-image target.,5,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-dhc-2300-cordless-hedge-trimmer/
EC-DLM2100-26,Echo DLM-2100 Cordless Push Mower,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/56V Cordless - Sans fil 56 V/DLM-2100,,echo-usa.com,ready,Dropbox: 12 images. Meets 4-image target.,12,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-dlm-2100-cordless-push-mower/
EC-DLM2100SP-26,Echo DLM-2100SP Cordless Self-Propelled Mower,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/56V Cordless - Sans fil 56 V/DLM-2100SP,,echo-usa.com,ready,Dropbox: 6 images. Meets 4-image target.,6,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-dlm-2100sp-cordless-self-propelled-mower/
EC-DPAS2100-26,Echo DPAS-2100 Cordless PAS Powerhead,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/56V Cordless - Sans fil 56 V/DPAS-2100,,echo-usa.com,ready,Dropbox: 5 images. Meets 4-image target.,5,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-dpas-2100-cordless-pas-powerhead/
EC-DPAS2600-26,Echo DPAS-2600 Cordless PAS Pro Powerhead,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/56V Cordless - Sans fil 56 V/DPAS-2600,,echo-usa.com,ready,Dropbox: 18 images. Meets 4-image target.,18,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-dpas-2600-cordless-pas-pro-powerhead/
EC-DPB2500-26,Echo DPB-2500 Cordless Handheld Blower,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/56V Cordless - Sans fil 56 V/DPB-2500,,echo-usa.com,ready,Dropbox: 7 images. Meets 4-image target.,7,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-dpb-2500-cordless-handheld-blower/
EC-DPB2500LE-26,Echo DPB-2500LE Limited Edition Pink Blower,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/56V Cordless - Sans fil 56 V/DPB-2500LE (Limited Edition Pink),,echo-usa.com,ready,Dropbox: 15 images. Meets 4-image target.,15,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-dpb-2500le-limited-edition-pink-blower/
EC-DSRM2100-26,Echo DSRM-2100 Cordless String Trimmer,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/56V Cordless - Sans fil 56 V/DSRM-2100,,echo-usa.com,ready,Dropbox: 5 images. Meets 4-image target.,5,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-dsrm-2100-cordless-string-trimmer/
EC-DSRM2600-26,Echo DSRM-2600 Cordless String Trimmer,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/56V Cordless - Sans fil 56 V/DSRM-2600,,echo-usa.com,ready,Dropbox: 7 images. Meets 4-image target.,7,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-dsrm-2600-cordless-string-trimmer/
EC-DSRM2600U-26,Echo DSRM-2600U Cordless U-Handle Brushcutter,Echo,dropbox:/life-os/projects/reyco-marine/brand/echo/56V Cordless - Sans fil 56 V/DSRM-2600U,,echo-usa.com,ready,Dropbox: 4 images. Meets 4-image target.,4,"action,studio",0,https://reyco.glvmarketing.ca/product/echo-dsrm-2600u-cordless-u-handle-brushcutter/
