# product-image-audit-2026-04-23.csv
# Generated per boss dispatch 1776992800688-boss-bx121 (2026-04-23).
# Source: 2026-04-23_product-image-qc.csv (aggregated by SKU).
# Thresholds applied:
#   aspect deviation <5%  -> aspect_1to1_pass=pass, action_needed=none
#   aspect deviation 5-20% -> aspect_1to1_pass=fail, action_needed=designer_qc_edge_case
#   aspect deviation >20% -> aspect_1to1_pass=fail, action_needed=re-crop_to_square
#   no image             -> action_needed=request_from_dealer
# Dealer-verification heuristic: filename prefix match against known OEM codes
#   (MM/HS/EC/CN/HB/MK/CC/TORO/PC/BC). All images are WP-hosted on
#   reyco.glvmarketing.ca; domain alone does not verify dealer source.
# explicit_permission_on_file: default 'no' for all rows (forward-tracking only,
#   no retroactive backfill per boss rule).
sku,current_image_in_WC,current_image_url_or_path,aspect_ratio,aspect_1to1_pass,source_verified_dealer,explicit_permission_on_file,action_needed,image_w,image_h,brand,product_name,notes
EC-CS370F-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS370F-26.jpg,2.51:1 landscape,fail,yes,no,re-crop_to_square,1200,478,Echo,Echo CS-370F Farm/Ranch Chainsaw,ok
EC-CS4510-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS4510-26.jpg,1:1.5 portrait,fail,yes,no,re-crop_to_square,800,1200,Echo,Echo CS-4510 Mid Homeowner Chainsaw,ok
EC-CS490-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS490-26.jpg,1.58:1 landscape,fail,yes,no,re-crop_to_square,1200,759,Echo,Echo CS-490 Mid Pro Chainsaw,ok
EC-CS4910-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS4910-26.jpg,1.5:1 landscape,fail,yes,no,re-crop_to_square,1200,800,Echo,Echo CS-4910 Pro Chainsaw,ok
EC-CS501P-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS501P-26.jpg,1.64:1 landscape,fail,yes,no,re-crop_to_square,1200,732,Echo,Echo CS-501P Pro Chainsaw,ok
EC-CS590-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS590-26.jpg,1:1.5 portrait,fail,yes,no,re-crop_to_square,800,1200,Echo,Echo CS-590 Timber Wolf Chainsaw,ok
EC-CS620P-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS620P-26.jpg,1:1.5 portrait,fail,yes,no,re-crop_to_square,800,1200,Echo,Echo CS-620P Pro Chainsaw,ok
EC-CS680-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS680-26.jpg,1.5:1 landscape,fail,yes,no,re-crop_to_square,1200,800,Echo,Echo CS-680 Chainsaw,ok
EC-CS7310P-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS7310P-26.jpg,1.5:1 landscape,fail,yes,no,re-crop_to_square,1200,800,Echo,Echo CS-7310P Heavy Production Chainsaw,ok
EC-CSG7410-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CSG7410-26.jpg,1:1.74 portrait,fail,yes,no,re-crop_to_square,689,1200,Echo,Echo CSG-7410 Handheld Cut-Off Saw,ok
EC-CWT7410-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CWT7410-26.jpg,1.18:1 landscape,fail,yes,no,designer_qc_edge_case,720,610,Echo,Echo CWT-7410 Walk-Behind Cut-Off Saw,ok
EC-DCS2500T-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-DCS2500T-26.jpg,2.39:1 landscape,fail,yes,no,re-crop_to_square,1052,441,Echo,Echo DCS-2500T Cordless Top-Handle Chainsaw,ok
EC-DCS5000-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-DCS5000-26.jpg,2.39:1 landscape,fail,yes,no,re-crop_to_square,1052,441,Echo,Echo DCS-5000 — 56V Cordless Chainsaw,ok
EC-DHC2300-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-DHC2300-26.jpg,2.39:1 landscape,fail,yes,no,re-crop_to_square,1052,441,Echo,Echo DHC-2300 Cordless Hedge Trimmer,ok
EC-DLM2100-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-DLM2100-26.jpg,2.39:1 landscape,fail,yes,no,re-crop_to_square,1052,441,Echo,Echo DLM-2100 Cordless Push Mower,ok
EC-DLM2100SP-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-DLM2100SP-26.jpg,1.5:1 landscape,fail,yes,no,re-crop_to_square,1200,800,Echo,Echo DLM-2100SP Cordless Self-Propelled Mower,ok
EC-DPAS2100-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-DPAS2100-26.jpg,2.39:1 landscape,fail,yes,no,re-crop_to_square,1052,441,Echo,Echo DPAS-2100 Cordless PAS Powerhead,ok
EC-DPAS2600-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-DPAS2600-26.jpg,2.39:1 landscape,fail,yes,no,re-crop_to_square,1052,441,Echo,Echo DPAS-2600 Cordless PAS Pro Powerhead,ok
EC-DPB2500-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-DPB2500-26.jpg,2.39:1 landscape,fail,yes,no,re-crop_to_square,1052,441,Echo,Echo DPB-2500 Cordless Handheld Blower,ok
EC-DPB2500LE-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-DPB2500LE-26.jpg,1:1.5 portrait,fail,yes,no,re-crop_to_square,800,1200,Echo,Echo DPB-2500LE Limited Edition Pink Blower,ok
EC-DSRM2100-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-DSRM2100-26.jpg,2.39:1 landscape,fail,yes,no,re-crop_to_square,1052,441,Echo,Echo DSRM-2100 Cordless String Trimmer,ok
EC-DSRM2600-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-DSRM2600-26.jpg,1.5:1 landscape,fail,yes,no,re-crop_to_square,1200,800,Echo,Echo DSRM-2600 Cordless String Trimmer,ok
EC-DSRM2600U-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-DSRM2600U-26.jpg,2.39:1 landscape,fail,yes,no,re-crop_to_square,1052,441,Echo,Echo DSRM-2600U Cordless U-Handle Brushcutter,ok
EC-ES250-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-ES250-26.jpg,1.91:1 landscape,fail,yes,no,re-crop_to_square,1200,628,Echo,Echo ES-250 Handheld Shred/Vac,ok
EC-GT225-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-GT225-26.jpg,1.5:1 landscape,fail,yes,no,re-crop_to_square,1200,801,Echo,Echo GT-225 Curved-Shaft Trimmer,CALIBRATION: Currently lifestyle shot. Replace with Echo StaticShot2 white-BG product photo.
EC-HC155-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-HC155-26.jpg,2.93:1 landscape,fail,yes,no,re-crop_to_square,1200,410,Echo,Echo HC-155 Single-Sided Hedge Trimmer,ok
EC-HC2020-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-HC2020-26.jpg,1.17:1 landscape,fail,yes,no,designer_qc_edge_case,1200,1025,Echo,Echo HC-2020 Hedge Trimmer,ok
EC-HC2210-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-HC2210-26.jpg,1.5:1 landscape,fail,yes,no,re-crop_to_square,1200,800,Echo,Echo HC-2210 Double-Sided Hedge Trimmer,ok
EC-HC2810-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-HC2810-26.jpg,2.39:1 landscape,fail,yes,no,re-crop_to_square,1052,441,Echo,Echo HC-2810 Heavy Double-Sided Hedge Trimmer,ok
EC-HCA2620-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-HCA2620-26.jpg,1.66:1 landscape,fail,yes,no,re-crop_to_square,1200,722,Echo,Echo HCA-2620 Articulating Extended-Reach,ok
EC-HCA2620S-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-HCA2620S-26.jpg,1.97:1 landscape,fail,yes,no,re-crop_to_square,1200,609,Echo,Echo HCA-2620S Articulating Extended-Reach (S),ok
EC-PAS225-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PAS225-26.jpg,1:1.67 portrait,fail,yes,no,re-crop_to_square,719,1200,Echo,Echo PAS-225 Homeowner Powerhead,ok
EC-PAS2620-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PAS2620-26.jpg,2.05:1 landscape,fail,yes,no,re-crop_to_square,1200,585,Echo,Echo PAS-2620 Pro Powerhead,ok
EC-PB2520-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PB2520-26.jpg,1.5:1 landscape,fail,yes,no,re-crop_to_square,1200,800,Echo,Echo PB-2520 Handheld Blower,ok
EC-PB255LN-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PB255LN-26.jpg,2.31:1 landscape,fail,yes,no,re-crop_to_square,1200,519,Echo,Echo PB-255LN Low-Noise Handheld,ok
EC-PB2620-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PB2620-26.jpg,1.78:1 landscape,fail,yes,no,re-crop_to_square,1200,675,Echo,Echo PB-2620 Handheld Blower,ok
EC-PB265LN-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PB265LN-26.jpg,1:1.08 portrait,fail,yes,no,designer_qc_edge_case,1109,1200,Echo,Echo PB-265LN Low-Noise Handheld,ok
EC-PB580T-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PB580T-26.jpg,1.16:1 landscape,fail,yes,no,designer_qc_edge_case,1200,1031,Echo,Echo PB-580T Backpack Blower,ok
EC-PB755ST-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PB755ST-26.jpg,1:1.07 portrait,fail,yes,no,designer_qc_edge_case,1123,1200,Echo,Echo PB-755ST Backpack Blower,ok
EC-PB760LNT-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/v2_ECHO_Blowers_PB-760LNT_StaticShot2.jpg,1.33:1 landscape,fail,unknown,no,re-crop_to_square,900,675,Echo,Echo PB-760LNT Low-Noise Backpack (Tube),ok
EC-PB770-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PB770-26.jpg,1:1.48 portrait,fail,yes,no,re-crop_to_square,813,1200,Echo,Echo PB-770 Pro Backpack Blower,ok
EC-PB8010-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PB8010-26.jpg,1.34:1 landscape,fail,yes,no,re-crop_to_square,1200,898,Echo,Echo PB-8010 X Series Backpack Blower,ok
EC-PB9010T-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PB9010T-26.jpg,1.11:1 landscape,fail,yes,no,designer_qc_edge_case,978,881,Echo,Echo PB-9010T X Series Backpack Blower,ok
EC-PE2620-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PE2620-26.jpg,1:1.7 portrait,fail,yes,no,re-crop_to_square,705,1200,Echo,Echo PE-2620 Walk-Behind Edger,ok
EC-PW3100-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PW3100-26.jpg,1:1.5 portrait,fail,yes,no,re-crop_to_square,800,1200,Echo,Echo PW-3100 Gas Pressure Washer,ok
EC-PW3200-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PW3200-26.jpg,1.33:1 landscape,fail,yes,no,re-crop_to_square,1200,899,Echo,Echo PW-3200 Gas Pressure Washer,ok
EC-PW3600-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PW3600-26.jpg,1.2:1 landscape,fail,yes,no,designer_qc_edge_case,1200,1004,Echo,Echo PW-3600 Pro Gas Pressure Washer,ok
EC-PW4200-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PW4200-26.jpg,1:1.5 portrait,fail,yes,no,re-crop_to_square,800,1200,Echo,Echo PW-4200 Flagship Pro Pressure Washer,ok
EC-PWE1800-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PWE1800-26.jpg,1:1.79 portrait,fail,yes,no,re-crop_to_square,670,1200,Echo,Echo PWE-1800 Electric Pressure Washer,ok
EC-SHC225-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/v2_ECHO_Hedge-Trimmers_SHC-225_StaticShot2.jpg,1.33:1 landscape,fail,unknown,no,re-crop_to_square,900,675,Echo,Echo SHC-225 Shafted Hedge Trimmer,ok
EC-SHC225S-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/v2_ECHO_Hedge-Trimmers_SHC-225S_StaticShot2.jpg,1.33:1 landscape,fail,unknown,no,re-crop_to_square,900,675,Echo,Echo SHC-225S Shafted Hedge Trimmer (S),ok
EC-SHC2620-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SHC2620-26.jpg,2.59:1 landscape,fail,yes,no,re-crop_to_square,1200,463,Echo,Echo SHC-2620 Pro Shafted Hedge Trimmer,ok
EC-SHC2620S-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SHC2620S-26.jpg,2.36:1 landscape,fail,yes,no,re-crop_to_square,1200,509,Echo,Echo SHC-2620S Pro Shafted (S),ok
EC-SRM225-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SRM225-26.jpg,1.17:1 landscape,fail,yes,no,designer_qc_edge_case,1200,1023,Echo,Echo SRM-225 String Trimmer,ok
EC-SRM2320-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SRM2320-26.jpg,1:2.93 portrait,fail,yes,no,re-crop_to_square,409,1200,Echo,Echo SRM-2320 Straight-Shaft Trimmer,wrong_crop
EC-SRM2620-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SRM2620-26.jpg,1:2.39 portrait,fail,yes,no,re-crop_to_square,503,1200,Echo,Echo SRM-2620 Trimmer,wrong_crop
EC-SRM2620U-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SRM2620U-26.jpg,1.5:1 landscape,fail,yes,no,re-crop_to_square,1200,800,Echo,Echo SRM-2620U U-Handle Brushcutter,CALIBRATION: Currently lifestyle shot. Replace with Echo StaticShot2 white-BG product photo.
EC-SRM266-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SRM266-26.jpg,1:1.34 portrait,fail,yes,no,re-crop_to_square,898,1200,Echo,Echo SRM-266 Pro-Grade Trimmer,ok
EC-SRM3020-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SRM3020-26.jpg,1:2.16 portrait,fail,yes,no,re-crop_to_square,556,1200,Echo,Echo SRM-3020 Heavy-Duty Trimmer,wrong_crop
EC-SRM410-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SRM410-26.jpg,1.6:1 landscape,fail,yes,no,re-crop_to_square,1200,748,Echo,Echo SRM-410 Pro Trimmer,ok
HB-APEX13-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HB_411470-1VX_APEX_VX_13_alt1.webp,1:1,pass,yes,no,none,1600,1600,Humminbird,Humminbird APEX 13 MEGA SI+ Chartplotter,ok
HB-APEX13-CHO-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HB_411470-1VX_APEX_VX_13_alt1-2.webp,1:1,pass,yes,no,none,1600,1600,Humminbird,Humminbird APEX 13 MEGA SI+ Chartplotter (CHO),ok
HB-APEX16-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HB_411500-1VX_APEXVX_16_alt1-1.webp,1:1,pass,yes,no,none,1600,1600,Humminbird,Humminbird APEX 16 MEGA SI+ Chartplotter,ok
HB-APEX16-CHO-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HB_411500-1VX_APEXVX_16_alt1-3.webp,1:1,pass,yes,no,none,1600,1600,Humminbird,Humminbird APEX 16 MEGA SI+ Chartplotter (CHO),ok
HB-APEX19-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HB_411470-1VX_APEX_VX_13_alt1-4.webp,1:1,pass,yes,no,none,1600,1600,Humminbird,Humminbird APEX 19 MEGA SI+ Chartplotter,ok
HB-APEX19-CHO-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HB_411470-1VX_APEX_VX_13_alt1-6.webp,1:1,pass,yes,no,none,1600,1600,Humminbird,Humminbird APEX 19 MEGA SI+ Chartplotter (CHO),ok
HB-ICELIVE2-PM-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HB_ICE_XPLORE9_CHO_ML2_Alt2.webp,1:1,pass,yes,no,none,640,640,Humminbird,Humminbird ICE MEGA Live 2 Compact Pole-Mount,ok
HB-ICELIVE2-PWR-26,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Humminbird,Humminbird ICE MEGA Live 2 Power Cable,no_image
HB-ICELIVE2-SAE-26,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Humminbird,Humminbird ICE MEGA Live 2 SAE Power Cable,no_image
HB-MEGALIVE2-FWD-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HB_710310-1_MEGA_Live_2_alt1-1.webp,1:1,pass,yes,no,none,640,640,Humminbird,Humminbird MEGA Live 2 Forward-Facing Sonar,ok
HB-MEGALIVE2-TM-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HB_ML2_Transom_Mount_Alt1.webp,1:1,pass,yes,no,none,640,640,Humminbird,Humminbird MEGA Live 2 Transom-Mount Sonar,ok
HB-XPLORE-KIT-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HB_XPLORE_9_alt1.webp,1:1,pass,yes,no,none,640,640,Humminbird,Humminbird ICE XPLORE Shuttle Conversion Kit,ok
HB-XPLORE-PWR-26,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Humminbird,Humminbird ICE XPLORE Power Cable,no_image
HS-ACENV-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_aceblue-112942.png,1.49:1 landscape,fail,unknown,no,re-crop_to_square,800,538,Hisun,Hisun ACE NV — Electric Golf Cart,ok
HS-FORGE400I-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HS-FORGE400I-26.jpg,1.01:1 landscape,pass,yes,no,none,1200,1183,Hisun,Hisun Forge 400i — Sport-Utility ATV,ok
HS-GUARDIAN-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_gray-guardian-400-105238.png,1:1,pass,unknown,no,none,800,800,Hisun,Hisun GUARDIAN Utility ATV,ok
HS-HS400-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HS-HS400-26.jpg,1:1.25 portrait,fail,yes,no,designer_qc_edge_case,960,1200,Hisun,Hisun HS 400 Entry ATV,CALIBRATION: Currently spec sheet as main image. Replace with Hisun Canada product photo (verify white-BG before applying).
HS-HS500-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HS-HS500-26.jpg,1:1.25 portrait,fail,yes,no,designer_qc_edge_case,960,1200,Hisun,Hisun HS 500 — Utility ATV,CALIBRATION: Currently spec sheet as main image. Replace with Hisun Canada product photo (verify white-BG before applying).
HS-MP9550R-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_mp9-400-front-angle-red-no-winch-web-105838.png,1:1,pass,unknown,no,none,800,800,Hisun,Hisun MP9 550R — Sport Trail UTV,ok
HS-MP9750R-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_mp9-400-front-angle-red-no-winch-web-105838-1.png,1:1,pass,unknown,no,none,800,800,Hisun,Hisun MP9 750R Sport UTV,ok
HS-MP9T400-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_mp9-400-front-angle-red-no-winch-web-105838-2.png,1:1,pass,unknown,no,none,800,800,Hisun,Hisun MP9T400 Entry Sport UTV,ok
HS-SEC-E1-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_e1-green-152808.png,1.33:1 landscape,fail,unknown,no,re-crop_to_square,800,600,Hisun,Hisun Sector E1 — Electric UTV,ok
HS-SEC250-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_sector250-085013.png,1.07:1 landscape,fail,unknown,no,designer_qc_edge_case,800,750,Hisun,Hisun Sector 250 Compact Utility UTV,ok
HS-SEC550EPS-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_sector550red-102158.png,1.01:1 landscape,pass,unknown,no,none,800,789,Hisun,Hisun Sector 550 EPS — Utility UTV,ok
HS-SEC750CREW-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_sector750crewred-104342.png,1.13:1 landscape,fail,unknown,no,designer_qc_edge_case,800,705,Hisun,Hisun Sector 750 Crew — 4-Seat Utility UTV,ok
HS-SEC750EPS-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_sector-750-hisun-red-110632.png,1:1,pass,unknown,no,none,800,800,Hisun,Hisun Sector 750 EPS,ok
HS-STRK250R-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_stike250blue-110557.png,1.07:1 landscape,fail,unknown,no,designer_qc_edge_case,800,750,Hisun,Hisun Strike 250R — Youth Sport UTV,ok
HS-STRK550R-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_strike550blue-110937.png,1.07:1 landscape,fail,unknown,no,designer_qc_edge_case,800,750,Hisun,Hisun Strike 550R — Adult Sport UTV,ok
HS-STRY550-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_stryker-550x-front-angle-nardo-grey-w-vents-102239.png,1:1,pass,unknown,no,none,800,800,Hisun,Hisun Stryker 550X Sport-Trail UTV,ok
HS-STRY750CREW-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_750xc-gray-crew-front-angle-165515.png,1.5:1 landscape,fail,unknown,no,re-crop_to_square,800,534,Hisun,Hisun Stryker 750 Crew (4-Seat Sport),ok
HS-STRY750X-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_stryker-red-750x-front-angle-w-vents-102322.png,1:1,pass,unknown,no,none,800,800,Hisun,Hisun Stryker 750X — Sport-Trail UTV,ok
HS-TACTIC-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_tactic400blue-113644.png,1:1,pass,unknown,no,none,800,800,Hisun,Hisun Tactic Utility ATV,ok
MINNKOTA-TERROVA-80-,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Minnkota,Minnkota Terrova 80,no_image
MK-EC15-BULK-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_1820089_MK-EC-15_hero.webp,1:1,pass,yes,no,none,640,640,Minnkota,Minn Kota Battery Charger Extension Cable MK-EC-15 (Bulk),ok
MK-KTRV55-FW-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_KayakTerrova_HeroAlt.webp,1:1,pass,yes,no,none,2048,2048,Minnkota,Minn Kota Kayak Terrova 55 lb — Freshwater,ok
MK-MK230PCL-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_1832304_MK-230PCL_3q.webp,1:1,pass,yes,no,none,640,640,Minnkota,Minn Kota Precision Charger MK 230 PCL — 2 Bank × 15 Amp,ok
MK-MK330PC-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_1833300_MK-330PC_3q2.webp,1:1,pass,yes,no,none,1600,1600,Minnkota,Minn Kota Precision Charger MK 330 PC — 3 Bank × 10 Amp,ok
MK-MK345PCL-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_1833454_MK-345PCL_3q.webp,1:1,pass,yes,no,none,640,640,Minnkota,Minn Kota Precision Charger MK 345 PCL — 3 Bank × 15 Amp,ok
MK-MK460PCL-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_1834604_MK-460PCL_3q-1.webp,1:1,pass,yes,no,none,2048,2048,Minnkota,Minn Kota Precision Charger MK 460 PCL — 4 Bank × 15 Amp,ok
MK-MKR30-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_1865130_MKR-30_RemotePowerSwitch_Main.webp,1:1,pass,yes,no,none,640,640,Minnkota,Minn Kota Remote Power Switch MKR-30,ok
MK-RT112-87-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_RiptideTerrova_QUEST_HeroAlt-7.webp,1:1,pass,yes,no,none,2048,2048,Minnkota,Minn Kota Riptide Terrova 112 lb — 87&#8243; Shaft,ok
MK-RT80-60-REFURB,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_RiptideTerrova_QUEST_HeroAlt-9.webp,1:1,pass,yes,no,none,2048,2048,Minnkota,Minn Kota Riptide Terrova 80 lb Refurb — 60&#8243;,ok
MK-RTKAYAK55-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_KayakTerrova_HeroAlt-2.webp,1:1,pass,yes,no,none,2048,2048,Minnkota,Minn Kota Riptide Kayak Terrova 55 lb — Saltwater,ok
MK-RTQUEST9115-100-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_RiptideTerrova_QUEST_HeroAlt-5.webp,1:1,pass,yes,no,none,2048,2048,Minnkota,Minn Kota Riptide Terrova QUEST 90/115 — 100&#8243;,ok
MK-RTQUEST9115-72-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_RiptideTerrova_QUEST_HeroAlt-1.webp,1:1,pass,yes,no,none,2048,2048,Minnkota,Minn Kota Riptide Terrova QUEST 90/115 — 72&#8243;,ok
MK-RTQUEST9115-87-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_RiptideTerrova_QUEST_HeroAlt-3.webp,1:1,pass,yes,no,none,2048,2048,Minnkota,Minn Kota Riptide Terrova QUEST 90/115 — 87&#8243;,ok
MK-ULT80-45-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_Ultrex_QUEST_HeroAlt.webp,1:1,pass,yes,no,none,2048,2048,Minnkota,Minn Kota Ultrex 80 lb — 45&#8243; Shaft,ok
MK-ULT80-52-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_Ultrex_QUEST_HeroAlt-1.webp,1:1,pass,yes,no,none,2048,2048,Minnkota,Minn Kota Ultrex 80 lb — 52&#8243; Shaft,ok
MK-ULTQUEST9115-45-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/MK_Ultrex_QUEST_HeroAlt-2.webp,1:1,pass,yes,no,none,2048,2048,Minnkota,Minn Kota Ultrex QUEST 90/115 lb — Dual Spectrum CHIRP,ok
RJ-BOAT-LIFT-ROOF-SY,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,R&J Machine,R&amp;J Boat Lift Roof System,no_image
RJ-CANTILEVER-BOAT-L,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,R&J Machine,R&amp;J Cantilever Boat Lift,no_image
RJ-FLOATING-TRUSS-DO,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,R&J Machine,R&amp;J Floating Truss Dock,no_image
